"","rowname","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold","Gene.Name"
"1","ENSMUSG00000000001",2102.03308271867,0.207771205383171,0.122237340913563,1.69973597126995,0.0891805999807627,0.217936070778999,"NS","Gnai3"
"2","ENSMUSG00000000028",181.28452399387,0.0192159746356479,0.120923962842275,0.158909567499967,0.873740122707852,0.930658862770355,"NS","Cdc45"
"3","ENSMUSG00000000031",10.8537098662367,-0.285273607096377,0.515112899690913,-0.553807926898262,0.579710302745353,0.727318574363813,"NS","H19"
"4","ENSMUSG00000000056",755.414027326946,0.203748926448055,0.114154109449774,1.78485844644691,0.0742842802572334,0.19232244742722,"NS","Narf"
"5","ENSMUSG00000000058",9587.4758752065,0.0535501513035558,0.128864945477594,0.415552508132374,0.677737484877289,0.802782780384077,"NS","Cav2"
"6","ENSMUSG00000000078",4000.41866147251,0.0907589936664156,0.117939138052682,0.769540927337239,0.441572257899407,0.615733891359357,"NS","Klf6"
"7","ENSMUSG00000000085",632.906467460906,-0.0648181724633679,0.0780722832873738,-0.830232826991633,0.406407158564158,0.584273318841461,"NS","Scmh1"
"8","ENSMUSG00000000088",769.741632841753,-0.0404581542035887,0.108993980021043,-0.371196227496031,0.710491382743576,0.826726583853509,"NS","Cox5a"
"9","ENSMUSG00000000093",737.890726344695,1.28829413122481,0.395183623204563,3.2599886624298,0.00111416667434153,0.0103770203073057,"NS","Tbx2"
"10","ENSMUSG00000000094",11.4826532875229,-0.0537475759917029,0.545594105811593,-0.0985120173022237,0.921525729948263,0.957181826103095,"NS","Tbx4"
"11","ENSMUSG00000000120",25.8821842410082,1.20732466751233,0.488908542976003,2.46942845417121,0.0135329077176659,0.0615592393807936,"NS","Ngfr"
"12","ENSMUSG00000000126",208.584573622511,-0.454955498317767,0.197785965055515,-2.30024156764646,0.0214345380530547,0.083533422541403,"NS","Wnt9a"
"13","ENSMUSG00000000127",555.949808053646,-0.0949645359415407,0.101022687976018,-0.940031767557845,0.347201265987183,0.526596160945874,"NS","Fer"
"14","ENSMUSG00000000131",1730.45874375106,-0.0182526435067694,0.0468465226787908,-0.389626432508576,0.696812803532143,0.816963071932079,"NS","Xpo6"
"15","ENSMUSG00000000134",1332.05146114341,-0.259142399678326,0.0996044631789701,-2.60171473654446,0.00927589732815795,0.0470734862584074,"NS","Tfe3"
"16","ENSMUSG00000000142",827.787938178325,-0.38965489901372,0.185648827241268,-2.09888155397463,0.0358273432938637,0.118614097262184,"NS","Axin2"
"17","ENSMUSG00000000148",747.948148398414,-0.245224713034653,0.0938104327441958,-2.61404521715976,0.00894771938055604,0.0460466461830613,"NS","Brat1"
"18","ENSMUSG00000000149",2549.08911794422,-0.0614356774546377,0.107078712348622,-0.573743147513934,0.566141625794743,0.716596582436118,"NS","Gna12"
"19","ENSMUSG00000000154",221.5841536381,-0.0103447090401853,0.169728378364354,-0.0609486117753303,0.951400134779278,0.973024951688436,"NS","Slc22a18"
"20","ENSMUSG00000000159",17.5996233045552,4.01062639760831,1.20273017988785,3.33460194536922,0.000854215822087046,0.00859561196882175,"Upregulated","Igsf5"
"21","ENSMUSG00000000167",52.0753997493054,1.36366516656377,0.481532421416655,2.83192804038388,0.00462682599369378,0.0290718551479042,"NS","Pih1d2"
"22","ENSMUSG00000000168",3295.94621390738,0.379921985648535,0.105352352245992,3.60620316062272,0.000310709912611288,0.00421916145982417,"Upregulated","Dlat"
"23","ENSMUSG00000000171",2646.32471498798,0.0036664873435122,0.059890298831057,0.0612200542504372,0.951183958704789,0.973024951688436,"NS","Sdhd"
"24","ENSMUSG00000000184",8924.93581182976,-0.125267184439987,0.161661285593303,-0.774874355231378,0.438413907038789,0.612801103475509,"NS","Ccnd2"
"25","ENSMUSG00000000194",1504.03679854803,-0.0204101731669411,0.0445341495333532,-0.458303871990533,0.646734142727919,0.779680791974312,"NS","Gpr107"
"26","ENSMUSG00000000197",66.4900872372734,0.911650061415617,0.442446207842902,2.06047660767682,0.0393529998917712,0.127040954588192,"NS","Nalcn"
"27","ENSMUSG00000000223",33.7020048544203,0.844816110312569,0.378372491908351,2.23276302685661,0.0255645756730953,0.0943155809855108,"NS","Drp2"
"28","ENSMUSG00000000244",119.343659776048,-0.582501876625407,0.249898389753778,-2.33095490210777,0.0197557378162164,0.0791924368192555,"NS","Tspan32"
"29","ENSMUSG00000000253",290.592102970737,0.106615088671745,0.100165233776459,1.06439215136941,0.287151087806501,0.467084285836834,"NS","Gmpr"
"30","ENSMUSG00000000263",45.1798909075813,1.63828888447108,0.270210106817075,6.06301852942962,1.33590267722494e-09,1.19856511039986e-07,"Upregulated","Glra1"
"31","ENSMUSG00000000266",812.153935279409,0.154376763836582,0.17927145977913,0.861134081391317,0.389164200344113,0.567999181881483,"NS","Mid2"
"32","ENSMUSG00000000275",1699.60570665057,0.410638099823443,0.0825034815287773,4.97722147252916,6.45035026384273e-07,2.8721047717608e-05,"Upregulated","Trim25"
"33","ENSMUSG00000000276",732.949796729871,0.214778758519552,0.134204287467768,1.60038671321239,0.109512820831804,0.248797214433126,"NS","Dgke"
"34","ENSMUSG00000000278",1619.47005855807,-0.0654410053194866,0.0814894818603485,-0.803060761039507,0.421939616047452,0.598537855570087,"NS","Scpep1"
"35","ENSMUSG00000000282",957.498865084361,0.0302909807784309,0.0763417699113315,0.396781222306123,0.691528798952259,0.813167691283819,"NS","Mnt"
"36","ENSMUSG00000000290",1123.07619077045,0.231219064914547,0.314953946095267,0.734136110314388,0.462865787389371,0.634916521026852,"NS","Itgb2"
"37","ENSMUSG00000000295",197.029829627115,-0.260806471567633,0.128562567897996,-2.02863458494826,0.0424955232106865,0.133265730772349,"NS","Hddc2"
"38","ENSMUSG00000000296",31.4704173664801,1.14762279471459,0.675440180557575,1.6990739191252,0.089305256788,0.21820235382835,"NS","Tpd52l1"
"39","ENSMUSG00000000301",180.584006952262,-0.196610361744942,0.159129592727702,-1.23553613363025,0.216631037202188,0.388979154480426,"NS","Pemt"
"40","ENSMUSG00000000303",223.620789319946,4.93023080340926,1.32899779130614,3.70973588945082,0.000207475570127643,0.00312223788162865,"Upregulated","Cdh1"
"41","ENSMUSG00000000308",29.9398942286193,-0.648606711627198,0.502797940667444,-1.28999476562334,0.197052475504731,0.366050750113618,"NS","Ckmt1"
"42","ENSMUSG00000000317",865.014670476977,0.359529442594948,0.181326919396963,1.98276926443482,0.0473932086688445,0.143462420587571,"NS","Bcl6b"
"43","ENSMUSG00000000318",1008.93878407198,-0.0161938442955872,0.168411419267297,-0.0961564504713597,0.923396317972358,0.958052962349324,"NS","Clec10a"
"44","ENSMUSG00000000320",180.636492741995,2.27117057227955,0.654764619218161,3.46868249385788,0.000523017171624269,0.00613717617842655,"Upregulated","Alox12"
"45","ENSMUSG00000000325",580.908799809081,0.160071358522287,0.164103193974987,0.975431097012559,0.329346464639095,0.509179741028087,"NS","Arvcf"
"46","ENSMUSG00000000326",6833.61892931487,-0.783416503235962,0.151696202284233,-5.1643778251487,2.4123998214819e-07,1.23325071756272e-05,"Downregulated","Comt"
"47","ENSMUSG00000000339",267.683984046646,0.0038605618263062,0.089260557070456,0.043250478744592,0.965501866488093,0.980934768297746,"NS","Rtca"
"48","ENSMUSG00000000340",1979.51620131411,0.157997829421183,0.0857293416981353,1.8429842839283,0.0653313051389066,0.176286930345551,"NS","Dbt"
"49","ENSMUSG00000000346",3503.00812471844,0.0840728065986939,0.0575971089964121,1.4596705991603,0.144380625949636,0.296852373773428,"NS","Dazap2"
"50","ENSMUSG00000000355",462.201921548454,0.332069741067188,0.182155664992588,1.82299980119037,0.0683034210031017,0.18158455531097,"NS","Mcts1"
"51","ENSMUSG00000000359",267.223184834096,0.00101067425594903,0.150612268863833,0.0067104377589768,0.994645885498521,0.997227704798971,"NS","Rem1"
"52","ENSMUSG00000000365",45.9825007198991,1.08237778041378,0.327835445792378,3.30158863022781,0.000961389558028806,0.00938469067661943,"Upregulated","Rnf17"
"53","ENSMUSG00000000374",2243.85500745286,-0.0746319769749948,0.0545017489174107,-1.36935013017818,0.170889854930986,0.332536867956362,"NS","Trappc10"
"54","ENSMUSG00000000378",1187.55818681704,-0.325846147997492,0.109851440482273,-2.96624374306748,0.00301461467894124,0.0213451878365763,"NS","Ccm2"
"55","ENSMUSG00000000384",718.255191321227,-0.0433983594131316,0.0912254782436144,-0.475726302001266,0.634269380149718,0.770936689771139,"NS","Tbrg4"
"56","ENSMUSG00000000385",73.7835511683322,4.20230346981882,0.997542224650022,4.21265723492873,2.52383908936533e-05,0.000614605648644919,"Upregulated","Tmprss2"
"57","ENSMUSG00000000386",50.5885694446803,0.330994575567195,0.20708803982509,1.59832782157172,0.109970038770264,0.249206875668273,"NS","Mx1"
"58","ENSMUSG00000000392",244.010236955722,-0.0817897534937992,0.259185620389299,-0.315564395011383,0.752333166357201,0.855021878070852,"NS","Fap"
"59","ENSMUSG00000000399",2004.14755529541,-0.0957182956855519,0.0878085772089498,-1.09007910990039,0.275678297534106,0.455857620075128,"NS","Ndufa9"
"60","ENSMUSG00000000402",53.9304570231829,3.35268594728909,1.01555591369218,3.30133073136268,0.000962273784708086,0.00938469067661943,"Upregulated","Egfl6"
"61","ENSMUSG00000000409",60.8637195088561,0.551695940509343,0.436134176157954,1.26496837594662,0.205882664443513,0.376535374074319,"NS","Lck"
"62","ENSMUSG00000000416",43.24729597022,0.593661315454328,0.269660814570521,2.2015112444121,0.027699851551699,0.0994234475545623,"NS","Cttnbp2"
"63","ENSMUSG00000000420",1959.53111720546,-0.0720509159198913,0.0965018673781351,-0.746627167716511,0.455288644472686,0.627556364134883,"NS","Galnt1"
"64","ENSMUSG00000000439",599.510464479445,-0.0949017378632788,0.081573875442485,-1.16338395532269,0.244673756331366,0.421898385638349,"NS","Mkrn2"
"65","ENSMUSG00000000440",5046.69232036478,-0.404037467923777,0.136766732830779,-2.95420867020119,0.00313471967223614,0.0219615545022882,"NS","Pparg"
"66","ENSMUSG00000000441",1259.7414800166,-0.081372309249881,0.0573796763912425,-1.41813816960286,0.156150429326389,0.312458155099069,"NS","Raf1"
"67","ENSMUSG00000000486",169.85299608182,0.0910932458681522,0.209515459887819,0.434780545153691,0.66372172762187,0.7919892407605,"NS","Sept1"
"68","ENSMUSG00000000489",1620.22320836429,0.15809500236452,0.105751190936642,1.49497136594177,0.134921915275934,0.284557747901087,"NS","Pdgfb"
"69","ENSMUSG00000000530",2001.11466104476,-0.271140606822797,0.0800380306192872,-3.38764715629396,0.000704948892970726,0.00751135199751567,"Downregulated","Acvrl1"
"70","ENSMUSG00000000531",354.011698194576,0.149420874358141,0.0995759111309538,1.50057250454515,0.13346616737951,0.282737967980612,"NS","Grasp"
"71","ENSMUSG00000000532",1014.80266189614,-0.323896326643872,0.0813174442498249,-3.9831100157156,6.80192481440218e-05,0.00129385450812944,"Downregulated","Acvr1b"
"72","ENSMUSG00000000538",2580.02244638408,-0.124261577229319,0.0580368114955535,-2.14108208268538,0.0322674193048549,0.110812167308967,"NS","Tom1l2"
"73","ENSMUSG00000000552",2378.88169211215,-0.332101517099226,0.127540477338239,-2.60389112562663,0.00921720314449368,0.0468440094021142,"NS","Zfp385a"
"74","ENSMUSG00000000555",1478.48153996862,-0.295185989964366,0.14021628216736,-2.10521906159255,0.0352722437421606,0.117447449529393,"NS","Itga5"
"75","ENSMUSG00000000561",392.02256349137,0.292370967782792,0.0796774747109653,3.66943064954537,0.000243091271515558,0.00352125532628283,"Upregulated","Wdr77"
"76","ENSMUSG00000000563",2414.03057439285,0.0278775041701399,0.0743430432718941,0.374984705269379,0.707671841534154,0.824618868392894,"NS","Atp5pb"
"77","ENSMUSG00000000567",416.286586453939,2.01395969606751,0.594963077515535,3.38501626769423,0.000711740362699124,0.00754900819476074,"Upregulated","Sox9"
"78","ENSMUSG00000000568",1475.26975082818,0.229192298462037,0.0990784537344633,2.31324056667545,0.0207094163334538,0.0816225720285359,"NS","Hnrnpd"
"79","ENSMUSG00000000581",619.908011555035,0.0500733016013715,0.0599531647216938,0.835206979211436,0.403601180790072,0.58135833481101,"NS","C1d"
"80","ENSMUSG00000000594",5921.98620116278,0.0469100268553243,0.0950736863523562,0.493407047260892,0.621725003889692,0.76242051142836,"NS","Gm2a"
"81","ENSMUSG00000000600",705.177929070188,-0.0106480572658603,0.164434152264476,-0.0647557524955885,0.948368471858588,0.971764007595104,"NS","Krit1"
"82","ENSMUSG00000000605",1467.57591139075,-0.0557857075226761,0.0835277462683492,-0.667870378585981,0.504216337023472,0.668783902004923,"NS","Clcn4"
"83","ENSMUSG00000000628",4008.7035544782,-0.103825459826309,0.148132750642543,-0.700894700030575,0.483368732245574,0.651914861481543,"NS","Hk2"
"84","ENSMUSG00000000631",1872.50167313648,0.112009680467102,0.0537786448195182,2.08279105661751,0.0372702731399862,0.122111957589894,"NS","Myo18a"
"85","ENSMUSG00000000632",62.4900152323166,-0.0199718864341536,0.236393099164389,-0.0844859114109122,0.932670103856583,0.963147255412238,"NS","Sez6"
"86","ENSMUSG00000000673",93.8496799100757,1.03018249449014,0.468850885888443,2.19724975572565,0.0280026138773832,0.100251376407058,"NS","Haao"
"87","ENSMUSG00000000682",408.439541727115,0.273431674945575,0.217701714563531,1.25599228969683,0.209118765562927,0.380900764363702,"NS","Cd52"
"88","ENSMUSG00000000686",809.974429393945,-0.205649730387899,0.102745752572705,-2.00153996869483,0.045334230982305,0.139216537501977,"NS","Abhd15"
